Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Creditor type
18,Devon County Council,01/10/2025,22034659,790.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034632,844.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035384,850.80,SUPER KIDS THERAPY LIMITED,399239,,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036952,853.70,BLEEP 360 CARE LIMITED,360406,355167685,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034649,877.50,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034673,894.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034933,894.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034642,900.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034629,902.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034670,948.00,C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035263,982.50,ACCOUNTANCY LEARNING LIMITED,333293,918428994,P-Ledger - Separate Legal Entity,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034357,"1,018.48",BE YOUR BEST MENTORING LIMITED,385179,426486966,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034634,"1,044.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036065,"1,050.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034660,"1,060.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035983,"1,100.00",EMMA CROSS CARE OF MAGDALEN CHAMBERS,388318,285363380,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22039124,"1,114.00",D N A LEGAL LIMITED,286646,308211050,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22022217,"1,200.00",RUNNING DEER COMMUNITY INTEREST COMPANY,293947,289345260,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034638,"1,260.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034653,"1,264.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034658,"1,264.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22039162,"1,300.00",MISS MANN DAYA,20978,699081679,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034632,"1,316.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034938,"1,341.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035429,"1,372.29",ENERVEO,14967,382894546,"Climate Change, Environment & Transport",Main / Term Contractor,A46100,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22036437,"1,373.44",SOUTH MOLTON KIDDYWINKS NEIGHBOU,376365,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034645,"1,378.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22020344,"1,395.00",ESTEEM TEAM COMMUNITY INTEREST COMPANY,366509,,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034650,"1,422.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034647,"1,452.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22038975,"1,528.67",ENERVEO,14967,382894546,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22034643,"1,580.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22038935,"1,606.25",KIWI & YUZU LIMITED,401324,,Performance & Partnerships,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22033024,"1,653.75",SOUTHWEST INTERVENTION SERVICES,333291,440830321,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034630,"1,659.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034637,"1,659.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034654,"1,797.88",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034342,"1,875.00",ELIM HOUSING ASSOCIATION,348503,736623916,Public Health and Communities,Main / Term Contractor,A46100,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035038,"1,875.00",ELIM HOUSING ASSOCIATION,348503,736623916,Public Health and Communities,Main / Term Contractor,A46100,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034930,"1,896.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034968,"1,896.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22038340,"1,950.00",HALPINROBBINS,378380,318704796,"Capital - Climate Change, Environment & Transport",External Professional Fees,C02011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034636,"1,991.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034671,"2,164.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034652,"2,168.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034662,"2,212.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035715,"2,212.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22038037,"2,220.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035984,"2,250.00",IAN DARCY,398383,433785279,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22031623,"2,592.00",DWF LAW LLP,397184,258955939,"Capital - Climate Change, Environment & Transport",External Professional Fees,C02011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034276,"2,800.00",HORWOOD COOMBE INSPIRE LIMITED,315946,481864066,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035967,"2,856.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034928,"3,081.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036362,"3,200.00",RED ELEPHANT GROUP LIMITED,322497,305375125,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034640,"3,318.00",C E D A,12641,,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22025008,"3,558.00",RED ELEPHANT GROUP LIMITED,322497,305375125,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034547,"3,579.00",NORMANS MUSICAL INSTRUMENTS,69340,125658460,Capital - Children & Young People's Futures,IT Hardware,C04010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034272,"3,700.00",LIGHTING REALITY LIMITED,249920,770530150,"Climate Change, Environment & Transport",Main / Term Contractor,A46100,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22028009,"3,878.00",RED ELEPHANT GROUP LIMITED,322497,305375125,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036931,"4,055.67",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Service Term Contracts,A20030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036929,"4,274.50",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Service Term Contracts,A20030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22027381,"4,360.25",RED ELEPHANT GROUP LIMITED,322497,305375125,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034608,"6,456.40",S C C,161520,313651680,Capital - Transformation & Business Services,IT Hardware,C04010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034728,"7,651.88",SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22035958,"8,479.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22037731,"9,000.00",Capital Counsel Ltd,600198,347687353,Non-Services,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22037733,"9,000.00",Connect Public Affairs Limited,601973,GB 707342745,Non-Services,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036899,"9,115.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22036844,"9,892.83",CORMAC CONTRACTING LIMITED,364276,135535518,"Capital - Climate Change, Environment & Transport",Works,C02009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22038885,"10,500.00",EXETER CITY COUNCIL (FINANCE),4272,142335594,"Climate Change, Environment & Transport",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035959,"10,788.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034528,"11,603.90",SWATPRO LIMITED,402796,,Performance & Partnerships,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035207,"12,500.00",NTH DEVON AGAINST DOMESTIC ABUSE,99702,,Public Health and Communities,"Grants to voluntary, community and social enterprise organisations",A52010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035484,"13,805.38",SWARCO UK & IRELAND LIMITED,13690,568335022,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22038518,"14,069.91",EVANS HEATING & PLUMBING LIMITED,51317,142922969,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22035361,"14,397.05",SWARCO UK & IRELAND LIMITED,13690,568335022,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22039078,"14,967.08",THE LIBRA SCHOOL,136211,478671242,Children & Young People's Futures,Independent Special School Fees,A61052,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22037784,"16,014.37",I J Cannings & Son Limited,14467,192803203,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22034474,"17,332.55",SWARCO UK & IRELAND LIMITED,13690,568335022,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22035966,"18,921.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034536,"25,704.00",SWARCO UK & IRELAND LIMITED,13690,568335022,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22037900,"50,553.95",SPAGHETTI BRIDGE LIMITED,377380,478673138,Children & Young People's Futures,Independent Special School Fees,A61052,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22032841,"69,019.37",RUNNING DEER COMMUNITY INTEREST COMPANY,293947,289345260,Children & Young People's Futures,Independent Special School Fees,A61052,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034723,"75,781.48",SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22036259,"79,167.34",ULTIM8 CONSTRUCTION LIMITED,276694,998206374,"Capital - Climate Change, Environment & Transport",Works,C02009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22035476,"99,004.66",WHITE HORSE CONTRACTORS LIMITED,402378,316040056,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,01/10/2025,22039034,"99,918.12",ANGELA COURT LIMITED (HEATON),405164,412202464,Integrated Adult Social Care,Nursing Care - Long Stay,A57155,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22034597,"104,235.00",S C C,161520,313651680,Transformation & Business Services,IT Hardware,A45005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/10/2025,22037763,"122,902.56",SPAGHETTI BRIDGE LIMITED,377380,478673138,Children & Young People's Futures,Independent Special School Fees,A61052,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22039142,500.00,REES JAMES MR,169073,676185890,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22038577,504.95,N B A SOLUTIONS LIMITED,147171,810625854,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22031089,533.49,NETWORK RAIL INFRASTRUCTURE LIMITED,6816,798650956,"Capital - Climate Change, Environment & Transport",External Professional Fees,C02011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22033814,552.00,FENITON PARISH COUNCIL,34787,,"Climate Change, Environment & Transport",Other Hired & Contracting Services,A49005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034924,577.39,FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22031681,640.75,QUALITY MARKING SERVICES LIMITED,86608,777323994,"Capital - Climate Change, Environment & Transport",Works,C02009,DCC CIS Suppliers
18,Devon County Council,02/10/2025,22034622,730.75,NORSE SOUTH WEST LIMITED,279741,785421021,Finance & Public Value,Main / Term Contractor,A46100,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22038022,750.00,MATTHEW ANGUS,402427,467386839,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22001309,770.00,SOUTHWEST INTERVENTION SERVICES,333291,440830321,Children & Young People's Futures,Community based care,A61200,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22035515,800.00,SDC Surveyors Ltd,376965,491672365,Public Health and Communities,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22036651,879.00,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034924,892.76,FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034927,966.15,FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034619,980.64,NORSE SOUTH WEST LIMITED,279741,785421021,Finance & Public Value,Main / Term Contractor,A46100,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034732,"1,100.00",LEX LEISURE LIMITED,61902,268089267,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034976,"1,100.00",LEX LEISURE LIMITED,61902,268089267,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22039100,"1,110.00",ELLA WHITE CARE OF MAGDALEN CHAMBERS,388332,452609394,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034417,"1,147.50",COMMUNICATION AND LEARNING ENTERPRISES LIMITED (CANDLE),360713,,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034817,"1,197.15",FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22037207,"1,349.55",MILLBROOK HEALTHCARE LIMITED,117031,675991080,P-Ledger - Separate Legal Entity,Equipment (Care),A61054,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034817,"1,491.27",FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22037051,"1,557.90",HORWOOD COOMBE INSPIRE LIMITED,315946,481864066,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034526,"1,600.61",ELIM HOUSING ASSOCIATION,348503,736623916,Public Health and Communities,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22036119,"1,625.00",CWR Training,601079,,"Climate Change, Environment & Transport",Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22039667,"1,891.72",WSP UK LIMITED,85394,905054942,"Capital - Climate Change, Environment & Transport",External Professional Fees,C02011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22035390,"1,914.00",John Packer Limited,69241,634556136,Capital - Children & Young People's Futures,IT Hardware,C04010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22035467,"1,938.62",OCEAN HEALTHCARE,371633,776836374,Integrated Adult Social Care,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034627,"2,002.75",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Main / Term Contractor,A46100,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22039232,"2,250.00",ANDREW SHAW,373010,843541040,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22039111,"2,566.00",KENNFORD TARMACADAM LIMITED,24534,976391178,"Capital - Climate Change, Environment & Transport",Works,C02009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034956,"2,625.00",The M Word (Emotional Problem Solving) CiC,600994,,Children & Young People's Futures,Other professional Services (Schools),A44185,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22035390,"2,938.00",John Packer Limited,69241,634556136,Capital - Children & Young People's Futures,IT Hardware,C04010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22035390,"3,150.00",John Packer Limited,69241,634556136,Capital - Children & Young People's Futures,IT Hardware,C04010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/10/2025,22034727,"3,218.55",W J SOUTH WEST LIMITED,308541,970783388,"Capital - Climate Change, Environment & Transport",Works,C02009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
