Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense code,Expense type,Costcuk,Creditor type
18,Devon County Council,01/06/2026,22094426,"1,248.41",NORTH DEVON COUNCIL (AC 03953785),326313,144711092,Operations,A61045,Personal Allowance,R0228018,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22095055,850.05,NORSE SOUTH WEST LIMITED,279741,785421021,Balance Sheet,A44038,Fees,R0208005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096401,506.80,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096419,760.20,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096465,"4,985.20",WGP MAINTENANCE LIMITED,397367,948500609,Children's Social Care,A20010,"Property Repairs, Maintenance & Alterations (Reactive)",R0095006,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22096469,"1,559.40",LEXIA EDUCATION SERVICES LIMITED,376344,376218677,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096524,618.40,WESTCOUNTRY WOODLAND & E M LIMITED,377304,426201240,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0557018,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22096530,"6,960.00",MULBERRY BUSH ORGANISATION LIMITED,397351,480204225,Children's Social Care,A44175,Training/Workshops - Non Staff,R0095007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096636,"1,499.76",CLYST CARING FRIENDS,90456,,P-Ledger - Separate Legal Entity,A47005,"Grants, Contributions & Donations",P0391008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096640,697.37,INSTARMAC GROUP PLC,302188,295973982,Highways & Infrastructure Development,A40070,Stock Materials,R0554004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096642,"1,150.50",SPECTRUM SENSORY THERAPIES LTD,406310,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096644,"1,096.50",SPECTRUM SENSORY THERAPIES LTD,406310,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22089651,"3,982.00",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0671012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22090904,564.00,GLOVEMAN SUPPLIES LIMITED,86637,819291314,Operations,A40080,Health & Safety Equipment,R0264001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22091250,"3,213.08",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Capital - Planning, Transportation and Environment",C02009,Works,C0671012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22094924,"2,475.00",FAMILY COMPASS,348346,392295664,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22094962,"1,750.00",HUGH CORNFORD CARE OF COLLETON CHAMBERS,402489,150808914,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22095242,"2,700.59",NORSE SOUTH WEST LIMITED,279741,785421021,Balance Sheet,A44038,Fees,R0208005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22095671,"9,375.84",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Transport Operations, Environment and Waste",A44038,Fees,R0579007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096266,"4,498.26",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Capital - Planning, Transportation and Environment",C02009,Works,C0671012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096395,960.00,SARAH RUSSELL,398046,,"Transport Operations, Environment and Waste",A44038,Fees,R0643001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096661,"1,800.00",EXETER RUGBY CLUB LTD,34972,918551313,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096772,"1,065.75",TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096775,534.68,TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096790,"8,400.00",Liz Williams Consultancy Ltd,601082,515514903,Children's Social Care,A11013,Interim Management (External Agency),R0116004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096908,"5,000.00",Mpd Executive Consultants Ltd,600791,,"Chief Exec, Legal & Democratic services",A44038,Fees,R0282001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097027,"5,400.00",Liz Williams Consultancy Ltd,601082,515514903,Children's Social Care,A11013,Interim Management (External Agency),R0116004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097211,534.00,FAMILY COMPASS,348346,392295664,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097237,"6,296.68",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097282,"4,297.12",ON TRACK EDUCATION (BURSARY PMTS),286081,478730844,Dedicated Schools Grant,A53035,Other Recoupment Expenditure (3rd),R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097361,806.38,WSP UK LIMITED,85394,905054942,Capital - Highways,C02011,External Professional Fees,C0671005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097459,972.07,Xtreme Vegetation Clearance,317338,368639347,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22097993,"1,546.00",INVOLVE CARE SOLUTIONS LIMITED,402831,,Children's Social Care,A61200,Community based care,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22098757,506.80,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22099022,"12,203.41",QUALITY MARKING SERVICES LIMITED,86608,777323994,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552003,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22099207,"28,571.92",QUALITY MARKING SERVICES LIMITED,86608,777323994,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22099423,"2,156.30",NETWORK RAIL,195364,798650956,Capital - Highways,C02011,External Professional Fees,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22100322,625.00,SIRONA THERAPEUTIC HORSEMANSHIP,285933,,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22101339,"1,387.38",TEIGN TREES & LANDSCAPES SOUTH WEST LIMITED,209228,250371238,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0553005,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22096654,"2,714.25",CALVERT TRUST EXMOOR,17260,629370231,Children's Social Care,A44038,Fees,R0076001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096663,"6,940.00",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Capital - Planning, Transportation and Environment",C02009,Works,C0656001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096667,"1,800.00",EXETER RUGBY CLUB LTD,34972,918551313,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096700,"1,700.00",SEVERNSIDE TRANSPORTATION DATA C,396817,306411248,Planning,A49005,Other Hired & Contracting Services,R0620002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096704,"14,909.00",JEREMY BENN ASSOCIATES LIMITED,321667,665300941,"Transport Operations, Environment and Waste",A44038,Fees,R0579007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096739,"4,302.79",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,A45008,IT Hardware Maintenance,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096760,660.00,TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,A49006,Bought in Professnl Servs-Curric,R0107001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096765,761.25,TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,A49006,Bought in Professnl Servs-Curric,R0107001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096771,814.73,TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096812,720.00,Phoenix Training and Consultancy Ltd,600177,515889648,People and Culture,A44038,Fees,R0303008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096824,"494,842.52",SUEZ RECYCLING & RECOVERY UK LIMITED,208690,444085847,"Transport Operations, Environment and Waste",A46100,Main / Term Contractor,R0595009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096856,750.00,Phoenix Training and Consultancy Ltd,600177,515889648,P-Ledger - Separate Legal Entity,A44038,Fees,P0425001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097033,"2,438.30",WSP UK LIMITED,85394,905054942,Planning,A49005,Other Hired & Contracting Services,R0616001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096833,"1,299.60",SKYGUARD,351428,285808854,Highways & Infrastructure Development,A40080,Health & Safety Equipment,R0556001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096847,"35,131.00",W D M LIMITED (BRISTOL),4601,433825942,Highways & Infrastructure Development,A45045,IT Software Maintenance,R0558001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096922,697.37,INSTARMAC GROUP PLC,302188,295973982,Highways & Infrastructure Development,A40070,Stock Materials,R0554004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096923,815.96,WESTCOUNTRY WOODLAND & E M LIMITED,377304,426201240,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552006,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22097046,900.00,MARTIN KENNY,318186,743963602,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097126,"180,200.00",SOMERSET COUNCIL,4696,131254412,"Economy, Enterprise and Skills",A52005,Payments to Other Local Authorities,R0544005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097148,"2,040.00",ACORN ALTERNATIVE PROVISIONS LIMITED,393459,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097249,"1,055.60",WSP UK LIMITED,85394,905054942,Planning,A44038,Fees,R0620002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097314,"1,834.85",GREENHAM TRADING LIMITED (EXETER),13821,823820932,"Chief Exec, Legal & Democratic services",A42005,Clothing & Uniforms,R0317001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097355,"2,704.58",WSP UK LIMITED,85394,905054942,Capital - Highways,C02011,External Professional Fees,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097392,"2,741.76",SID VALLEY HELP,352247,,P-Ledger - Separate Legal Entity,A52010,"Grants to voluntary, community and social enterprise organisations",P0391008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097468,"15,487.52",WSP UK LIMITED,85394,905054942,Capital - Highways,C02011,External Professional Fees,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097582,892.10,WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22101664,540.00,TIVERTON COMMUNITY ARTS THEATRE,276030,,Communities,A52010,"Grants to voluntary, community and social enterprise organisations",R0534003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22098466,902.63,OCEAN HEALTHCARE,371633,776836374,Operations,A11005,Agency Supply Staff,R0268001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22098680,"1,950.00",MOOR TO LIFE E & W COMMUNITY INTEREST COMPANY,393010,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22099229,850.46,OCEAN HEALTHCARE,371633,776836374,Operations,A11005,Agency Supply Staff,R0269001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22100721,962.50,JUDI EVANS,293771,691665987,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22100751,"2,263.84",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
18,Devon County Council,02/06/2026,22100884,850.00,Sarah Phillimore,293270,726113168,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22101307,913.61,I J Cannings & Son Limited,14467,192803203,Transformation & Business Services,A20010,"Property Repairs, Maintenance & Alterations (Reactive)",R0353008,DCC CIS Suppliers
18,Devon County Council,02/06/2026,22101481,"2,263.84",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
18,Devon County Council,02/06/2026,22102221,650.00,JUDITH PEPPER,391748,839242905,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22102301,500.00,PIPPINS CIO,379083,,"Chief Exec, Legal & Democratic services",A44165,Compensation Claims payments,R0283001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22102315,685.00,PATHFIELD ACTIVITIES CLUB YTH GP,201320,,Children's Social Care,A61200,Community based care,R0046004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22102368,"6,036.87",THE COLOUR WORKS INTERNATIONAL LIMITED,394321,825444822,People and Culture,A16015,Staff Training Expenses - Non Payroll,R0303002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2026,22102494,"3,683.87",Liberata UK Limited,602968,394593601,Finance & Public Value,A44038,Fees,R0214001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097174,"4,590.00",ACORN ALTERNATIVE PROVISIONS LIMITED,393459,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097178,"1,360.00",ACORN ALTERNATIVE PROVISIONS LIMITED,393459,,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097230,"4,961.41",WSP UK LIMITED,85394,905054942,Capital - Highways,C02011,External Professional Fees,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097236,"6,585.08",WSP UK LIMITED,85394,905054942,Capital - Highways,C02011,External Professional Fees,C0671005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097284,"3,610.00",ON TRACK EDUCATION (BURSARY PMTS),286081,478730844,Dedicated Schools Grant,A53035,Other Recoupment Expenditure (3rd),R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097287,"2,166.67",DOMINIC ACLAND,333939,,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0656001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097724,"3,540.00",POLES APART AP LIMITED,382940,415121054,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097769,"1,512.53",JO FISHER & COMPANY LIMITED,360124,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22098370,"1,824.90",Cheldern Nursery and Pre School Limited,601412,,Dedicated Schools Grant,A52010,"Grants to voluntary, community and social enterprise organisations",R0001011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22098535,772.67,LEXTOX,308992,111581940,"Chief Exec, Legal & Democratic services",A44038,Fees,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22098537,"1,163.10",ARMADA SOCIAL WORK SERVICES LIMITED,382784,395853540,"Chief Exec, Legal & Democratic services",A44038,Fees,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22099235,"12,203.41",QUALITY MARKING SERVICES LIMITED,86608,777323994,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552003,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22099560,"1,061.60",MJ HOME CARE STAFFING LIMITED,403136,,Operations,A62105,Miscellaneous expenditure,R0227071,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096427,760.20,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096462,929.50,ORION MEDICAL SUPPLIES LIMITED,355162,142018357,Public Health,A57115,Payments to Private Contractors,R0316037,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096538,"1,455.00",TRAFFIC DATA CENTRE,352519,627331844,Planning,A49005,Other Hired & Contracting Services,R0620001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096646,663.00,SPECTRUM SENSORY THERAPIES LTD,406310,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096656,"2,714.25",CALVERT TRUST EXMOOR,17260,629370231,Children's Social Care,A44038,Fees,R0076001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096764,875.61,TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,A49006,Bought in Professnl Servs-Curric,R0107001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096767,524.91,DODDS SOLICITORS LLP,394172,729928286,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096791,609.00,DANIEL RAMSAY,316733,,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0557006,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22096814,"6,237.00",REALISE LEARNING AND EMPLOYMENT LIMITED,401700,364816672,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096826,504.00,PSYCHOLOGY ASSOCIATES LIMITED,147932,912873418,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096891,"4,675.00",UX2 LIMITED,388014,235329022,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22096899,625.00,TRAFFIC DATA CENTRE,352519,627331844,Planning,A49005,Other Hired & Contracting Services,R0620001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097030,750.00,Derek Perry,604195,891798749,Other PH Services,A44968,Legal & Conveyancing Charges,R0548001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097050,527.70,Juliet Hoole,600342,,Children's Social Care,A44038,Fees,R0095007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097683,"1,140.00",EXETER PHOENIX,24978,409043671,"Economy, Enterprise and Skills",A22010,Hire of Rooms,R0539002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22097877,"8,508.72",CLEANSING SERVICE GROUP LIMITED,18365,369922701,"Transport Operations, Environment and Waste",A46100,Main / Term Contractor,R0601001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22098528,725.34,LEXTOX,308992,111581940,"Chief Exec, Legal & Democratic services",A44038,Fees,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22099014,"12,918.37",QUALITY MARKING SERVICES LIMITED,86608,777323994,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552003,DCC CIS Suppliers
18,Devon County Council,01/06/2026,22100052,"2,183.55",TIDES PSYCHOLOGY,333039,,"Chief Exec, Legal & Democratic services",A44038,Fees,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22100782,900.00,NICHOLAS BRADLEY CARE OF DEVON CHAMBERS,337021,198466153,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22100892,"6,792.00",GB GROUP PLC,298827,539716218,Other PH Services,A45045,IT Software Maintenance,R0548001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/06/2026,22100908,"54,390.00",EXETER CITY COUNCIL (RATES&C/TAX),9724,142335594,Highways & Infrastructure Development,A23005,Rates,R0556009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
