Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Creditor type
18,Devon County Council,09/05/2025,22005615,"2,236.00",D B S BASIC CHECKS,350747,,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22004534,"4,338.55",CANTIUM BUSINESS SOLUTIONS LIMITED,354810,294540288,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,27/05/2025,22009736,"52,521.00",DISCLOSURE & BARRING SERVICE,138421,888816061,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/05/2025,22007694,"70,566.50",DISCLOSURE & BARRING SERVICE,138421,888816061,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,23/05/2025,22006351,"5,940.00",ACHILLES INFORMATION LIMITED,269710,663562423,Finance & Public Value,Staff Training Expenses - Payroll,A16005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22005355,550.00,ESSENTIAL 6 LIMITED,219393,941534529,Children & Young People's Futures,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/05/2025,22002963,573.22,COLOUR WORKS INTERNATIONAL LIMITED,394321,825444822,Finance & Public Value,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/05/2025,22007467,733.00,TELFORD THOMAS LIMITED,82165,240877747,"Climate Change, Environment & Transport",Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,27/05/2025,22006989,880.00,CIPFA,6734,627390725,Transformation & Business Services,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,29/05/2025,22010794,"1,162.70",CIWM,379348,581455037,"Climate Change, Environment & Transport",Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,15/05/2025,22005637,"1,376.00",DR CAS SCHNEIDER,396745,,Children & Young People's Futures,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/05/2025,22005745,"1,500.00",INSTITUTE OF INTERNAL AUDITORS,227283,354316368,P-Ledger - Separate Legal Entity,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/05/2025,22003376,"1,699.20",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,29/05/2025,22010614,"2,580.00",COLOUR WORKS INTERNATIONAL LIMITED,394321,825444822,People and Culture,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/05/2025,22007380,"2,600.00",TMS CONSULTANCY,27897,704905446,"Climate Change, Environment & Transport",Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22008722,"3,450.00",Kathryn Rees Ltd,600345,,Children & Young People's Futures,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,23/05/2025,22010009,500.00,ASSOCIATION OF TRANSPORT CO-ORDINATING OFFICERS (ATCO),359881,779519664,"Climate Change, Environment & Transport",Staff Professional Membership Fees Non Payroll,A16020,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,21/05/2025,22009805,"3,416.53",TEACHERS PENSIONS (ACC *****398),281468,,Children & Young People's Futures,Pension Payments - Unfunded,A18001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,21/05/2025,22009805,"112,552.51",TEACHERS PENSIONS (ACC *****398),281468,,Children & Young People's Futures,Pension Payments - Unfunded,A18001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/05/2025,22000696,551.39,AUK SUPPLIES LIMITED,67346,142144702,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/05/2025,22006994,714.45,CANNINGS & SON LIMITED I J,14467,192803203,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,30/05/2025,22012099,714.45,CANNINGS & SON LIMITED I J,14467,192803203,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,02/05/2025,22000972,"1,015.53",AUK SUPPLIES LIMITED,67346,142144702,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,28/05/2025,22010257,"1,141.70",WGP MAINTENANCE LIMITED,397367,948500609,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/05/2025,22003189,"1,737.05",CANNINGS & SON LIMITED I J,14467,192803203,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,29/05/2025,22011457,"1,937.13",NOCK BEN LIMITED,253420,754769188,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,20/05/2025,22005721,"2,236.21",CANNINGS & SON LIMITED I J,14467,192803203,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,23/05/2025,22008688,"6,725.38",WGP MAINTENANCE LIMITED,397367,948500609,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22007971,924.00,P & I PROPERTY MAINTENANCE,397907,,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (Reactive)",A20010,DCC CIS Suppliers
18,Devon County Council,19/05/2025,22008547,500.00,VANGUARD SECURITY,24065,125113363,"Chief Exec, Legal & Democratic services",Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,07/05/2025,22001029,"6,082.91",FULLSTOP FIRE & SECURITY LIMITED,175778,776842676,Children & Young People's Futures,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22005651,"187,468.00",LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Service Term Contracts,A20030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,27/05/2025,22008032,715.56,SAFESTORE LIMITED,150134,722887607,Performance & Partnerships,Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22008025,894.46,SAFESTORE LIMITED,150134,722887607,Performance & Partnerships,Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22007937,"1,187.50",SOUTH HAMS DISTRICT COUNCIL,8255,142204125,"Climate Change, Environment & Transport",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22004664,"1,590.00",YOUR STORE EXETER LIMITED,327169,156854477,"Public Health, Communities & Prosperity",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22007936,"3,963.75",SOUTH HAMS DISTRICT COUNCIL,8255,142204125,"Climate Change, Environment & Transport",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22008756,"8,650.00",LIBRARIES UNLIMITED SOUTH WEST,334595,235429115,Performance & Partnerships,Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,28/05/2025,22007093,"1,000.00",KINGSTEIGNTON MEDICAL PRACTICE,23416,,Transformation & Business Services,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/05/2025,22009314,"1,708.33",EXETER RUGBY CHIEFS,34972,918551313,"Climate Change, Environment & Transport",Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,28/05/2025,22006860,"5,049.00",LIBRARIES UNLIMITED SOUTH WEST,334595,235429115,Performance & Partnerships,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,07/05/2025,22000835,511.66,NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Fixtures & Fittings,A25005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/05/2025,22005580,958.33,MARKET CARPETS LIMITED,27778,140717980,Children & Young People's Futures,Fixtures & Fittings,A25005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/05/2025,22004613,"1,754.00",BIDEFORD CARPET & FRNISHING CENTRE,68337,143078480,Children & Young People's Futures,Fixtures & Fittings,A25005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22007767,"2,872.89",M & J BOWERS LIMITED,255774,185473729,Transformation & Business Services,Refuse Collection,A27015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,07/05/2025,22004550,667.74,WESTCOUNTRY FOOD SERVICE LIMITED,276896,434454065,Children & Young People's Futures,Cleaning Materials,A27020,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/05/2025,22001633,"1,107.79",TEIGN TREES & LANDSCAPES SOUTH WEST LIMITED,209228,250371238,Finance & Public Value,Other Premises Costs,A29015,DCC CIS Suppliers
18,Devon County Council,28/05/2025,22006804,876.36,NORTH DEVON TYRES LIMITED,100826,800423877,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22008023,541.06,EAST TEIGNBRIDGE C T A,4863,,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22008287,"1,414.06",TALLY HO COACHES LIMITED,227374,834745411,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/05/2025,22004952,"3,757.51",AXE VALLEY MINI TRAVEL LIMITED,8510,,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/05/2025,22004568,"9,398.72",PLYMOUTH CITYBUS LIMITED,13532,447433443,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,07/05/2025,22004975,"10,626.66",GREENSLADES TOURS (EXETER) LIMITED,365861,307996855,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/05/2025,22007621,606.67,IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22005452,"1,342.08",IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22009478,"1,449.99",IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22004511,"1,460.00",IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22004515,"1,480.21",IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/05/2025,22006753,"1,668.25",BEDCARE LIMITED,402455,144930904,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22003373,"1,962.00",TOUGH FURNITURE LIMITED,195176,372424853,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/05/2025,22004281,"2,087.00",DFS TRADING LIMITED,288253,183142281,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22003364,"2,551.00",TOUGH FURNITURE LIMITED,195176,372424853,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,20/05/2025,22009527,"2,834.20",IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22003364,"2,910.00",TOUGH FURNITURE LIMITED,195176,372424853,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22004511,"3,018.55",IKEA LIMITED,175140,527773320,Children & Young People's Futures,Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,21/05/2025,22005409,"5,809.39",NORSE SOUTH WEST LIMITED,279741,785421021,"Public Health, Communities & Prosperity",Furniture,A40045,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22004365,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22004372,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22004374,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22004376,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22004377,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,21/05/2025,22005878,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22006849,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,29/05/2025,22007379,678.08,INSTARMAC GROUP PLC,302188,295973982,"Climate Change, Environment & Transport",Stock Materials,A40070,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22005705,503.72,SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,22/05/2025,22007073,539.00,CORE HIGHWAYS (REGIONS) LIMITED,224364,274328003,"Climate Change, Environment & Transport",Road & Other Signs,A40075,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22005714,611.52,SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,22/05/2025,22006125,914.95,SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,22/05/2025,22005701,"1,065.81",SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,22/05/2025,22005713,"3,292.79",SWARCO UK & IRELAND LIMITED,13690,568335022,"Climate Change, Environment & Transport",Road & Other Signs,A40075,DCC CIS Suppliers
18,Devon County Council,27/05/2025,22010621,900.00,GUARDIAN24 LIMITED TRADING AS PEOPLESAFE,387866,285808854,"Climate Change, Environment & Transport",Health & Safety Equipment,A40080,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22008127,"2,340.00",KNIGHTSBRIDGE FURNITURE PROD LIMITED,87343,179645610,Children & Young People's Futures,Equipment,A40920,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,07/05/2025,22006021,"2,228.93",VRANCH HOUSE SCHOOL,52422,,Children & Young People's Futures,Catering,A41905,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22006104,536.15,OUTDOORS COMPANY THE,273964,927915785,Children & Young People's Futures,Printing,A43010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/05/2025,22010291,"1,160.00",STORMPRESS,122181,321041328,"Chief Exec, Legal & Democratic services",Printing,A43010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,20/05/2025,22003412,"1,636.00",POLLARDS,15980,141285781,Children & Young People's Futures,Printing,A43010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22007295,"3,320.00",BRIGHTSEA PRINT GROUP,25637,585588868,"Climate Change, Environment & Transport",Printing,A43010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22008208,603.76,STORMPRESS,122181,321041328,"Chief Exec, Legal & Democratic services",Stationery,A43015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,21/05/2025,22003127,575.00,POLLARDS,15980,141285781,Children & Young People's Futures,Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22007594,620.00,BIG BEAR PROMO LIMITED,401361,370016534,"Public Health, Communities & Prosperity",Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,20/05/2025,22007887,"1,122.64",COMPANY FILM SOLUTIONS LIMITED,315124,160729215,P-Ledger - Separate Legal Entity,Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22008643,"1,219.00",PENNA PLC,347388,605849719,People and Culture,Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/05/2025,22007551,"1,819.84",REACH PUBLISHING SERVICES LIMITED,357318,440356767,"Chief Exec, Legal & Democratic services",Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22006020,"3,799.00",PENNA PLC,347388,605849719,People and Culture,Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22008644,"5,735.61",INDEED IRELAND OPERATIONS LIMITED,369112,,People and Culture,Publicity/Advertising,A44005,DCC International
18,Devon County Council,30/05/2025,22011879,"51,172.09",MCCONNELLS (MIDLANDS) LIMITED,271811,126055983,"Climate Change, Environment & Transport",Publicity/Advertising,A44005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,22/05/2025,22006679,"2,887.50",EVERSHEDS (NOTTINGHAM),119185,820704559,Transformation & Business Services,Legal Expenses,A44025,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/05/2025,22004881,500.54,BIDFOOD,6550,643994692,Integrated Adult Social Care,Provisions,A44030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,07/05/2025,22006251,541.03,WESTCOUNTRY FOOD SERVICE LIMITED,276896,434454065,Children & Young People's Futures,Provisions,A44030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22004595,651.97,R D Johns Limited,90325,141006135,Children & Young People's Futures,Provisions,A44030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/05/2025,22002675,500.00,SUNDIAL STUDIOS,405423,,Children & Young People's Futures,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,15/05/2025,22003993,507.70,LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,15/05/2025,22005634,510.00,BALES FARM OUTDOOR LEARNING,377260,,Children & Young People's Futures,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,21/05/2025,22006601,510.00,MARTYN COX,390466,,Children & Young People's Futures,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22003648,519.85,LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22003773,525.95,LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/05/2025,22004676,538.60,LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,23/05/2025,22004884,541.40,FORT ADVOCACY LIMITED,401594,,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/05/2025,22006212,558.15,DEVON COUNTY AGRICULTURAL ASSOCIATION,8846,585601525,Performance & Partnerships,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/05/2025,22011843,559.06,WSP UK LIMITED,85394,905054942,"Climate Change, Environment & Transport",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/05/2025,22003680,562.80,LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,15/05/2025,22003732,563.65,LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
